created_at	user_screen_name	user_name	text
Sat Oct 31 22:04:42 +0000 2020	s_yeverino	Dr. Pedro Yeverino S	RT @LehtmanMaria: Jump to a Jet Suit! #Innovation shifts the mode for rescue operations. Inventor Richard Browning puts potentially life-sa…
Sat Oct 31 22:06:04 +0000 2020	JuergenKob	Jürgen Kob	RT @Paula_Piccard: How COVID-19 Created The Future Of Work #Innovation  https://t.co/BhDs1mTuut
Sat Oct 31 22:29:04 +0000 2020	fahimmoledina7	Fahim Moledina | Tech | Innovation | Lean | Agile	AMD shared the gaming performance of the RX 6000 series! #Innovation #ui via https://t.co/iWAHge7rvy https://t.co/oRlIRzvjvh
Sat Oct 31 22:38:01 +0000 2020	newfxfs	newfs	RT @FluxxxM: The most important trends and changes of the past 5 years #DigitalMarketing #digital #innovation via https://t.co/xZZXOI1Hov h…
Sat Oct 31 22:44:24 +0000 2020	PawanSomanchi	Pawan	Every Company Needs an Entrepreneur in the C-Suite #Innovation #ui via https://t.co/cBj7YRwrst https://t.co/OHq6nq1Kzi
Sat Oct 31 22:45:01 +0000 2020	Ai009PROJECT	Ai009Project w/ Midoriko	RT @HeinzVHoenen: #artificialintelligence #AI #ML #innovation #technology NASA is Using Machine Learning to Predict Hurricane Intensifica…
Sat Oct 31 22:54:59 +0000 2020	newfxfs	newfs	RT @webmentry: The most important trends and changes of the past 5 years #DigitalMarketing #digital #innovation via https://t.co/mWKA1a4WYj…
Sat Oct 31 23:16:54 +0000 2020	5fec93919a544d3	NSV	RT @riadmeddeb: Small Island Developing States are uniquely positioned to become #incubators of #innovation for more resilient, sustainable…
Sat Oct 31 23:35:58 +0000 2020	LucyFow12329708	Lucy Fowler	RT @MichaelWaitze: Subscribe to the #Asia #Tech #Podcast channel.#technology #startups #venturecapital #SoutheastAsia #innovation #indone…
Sat Oct 31 23:51:38 +0000 2020	charlesnyabeze	Charles C. Nyabeze	RT @EITRMAcademy: 📢RMTechFlow, supported by @EITRawMaterials, invites you to participate in the #webinar "Managing #innovation flows for #b…
Sat Oct 31 23:52:57 +0000 2020	jeromy767crayto	Jeromy Benjamin Crayton	RT @Xbond49: Transparent #Smartphones , the new #future - #innovation #AI #Fintech@SpirosMargaris @ShiCooks @HaroldSinnott @mclynd @Pau…
Sat Oct 31 23:57:14 +0000 2020	TheCuriousLuke	Curious Luke	RT @import_jmr: #Digitaldiagnosis Finding better ways to fight #COVID19 @wef https://t.co/9891DAGCit#innovation #ArtificialIntelligence…
Sun Nov 01 00:42:49 +0000 2020	nderi_j	Nderi, J	RT @PerBylund: #Entrepreneurship is not #invention, it is #innovation--the bringing to market of novel, value-facilitating goods, services,…
Sun Nov 01 00:51:33 +0000 2020	Superdigital9	Superdigital	The most important trends and changes of the past 5 years #DigitalMarketing #digital #innovation via… https://t.co/tvqZnNKhJz
Sun Nov 01 01:35:56 +0000 2020	RamjibhaiChuda1	Ramjibhai Chudasama	RT @Red_Hat_APAC: One of our 2018 #Innovation Awards winners, @IAGAust, was back to share how they were able to maintain a stable #IT infra…
Sun Nov 01 01:40:08 +0000 2020	trendsinAI	AI Bot	RT @HeinzVHoenen: #artificialintelligence #AI #ML #innovation #technology NASA is Using Machine Learning to Predict Hurricane Intensifica…
Sun Nov 01 02:27:47 +0000 2020	Going_Digital30	Going Digital	The latest The digital transformation challenges Daily! https://t.co/WdE197IqOw Thanks to @hyparx #digitaltransformation #innovation
Sun Nov 01 03:14:17 +0000 2020	feikobrug	Feiko Brugman	#digiworksspain #digiworks #innovation #betastartup: Phaistos – The last CMS you’ll ever need https://t.co/vgLmIcZWlW
Sun Nov 01 03:40:28 +0000 2020	marshawright	Real Marsha Wright® | www.RECIPROCATE.network	RT @Accountspayable: When it rains, look for rainbows. When it’s dark, look for stars. #innovation #Career #Accounting #audit #ThinkBIGSund…
Sat Oct 31 16:00:38 +0000 2020	Ross_Quintana	Ross Quintana💻 #AdobeSummit	RT @Ross_Quintana: Understanding the interface of the market is everything.#Technology #Innovation #FutureOfBusiness #Futurism https://t.…
Sat Oct 31 17:09:29 +0000 2020	amuhdhadejia	Muhd A. Muhd Hadejia	RT @theGCF: Innovation is essential for transformative #climateaction. But we must make sure that #innovation is green and inclusive. Read…
Sat Oct 31 17:29:06 +0000 2020	GTBailey	Geoff Bailey	The latest Bailey Retail Daily! https://t.co/R8cuC81TND #retail #innovation
Sat Oct 31 18:12:45 +0000 2020	GuillemAnglada	Guillem Anglada	Truly awesome and inspirational. Let's see if we can make more of these happen. #Sustainability #Innovation… https://t.co/W17cJxCYjn
Sat Oct 31 18:37:05 +0000 2020	newfxfs	newfs	RT @patosins: The Common Thread Of Artificial Intelligence Success Stories #Innovation via https://t.co/51Q7uqVBnT https://t.co/tYBOGvt3yl
Sat Oct 31 18:51:58 +0000 2020	AppleRTweet	AppleRetweetBot	RT @isthemessagenet: Samsung’s new mid-segment processor has appeared! https://t.co/s4c4hmER2I #technology #tech #innovation #engineering…
Sat Oct 31 20:35:41 +0000 2020	AaronCuddeback	Aaron ''Midlife Coder'' Cuddeback	RT @isthemessagenet: AMD shared the gaming performance of the RX 6000 series! https://t.co/JOoT6rUI37 #technology #tech #innovation #engi…
Sat Oct 31 20:56:26 +0000 2020	isthemessagenet	isthemessagenet	David Beckham signs with Netflix for documentary https://t.co/g2gYfEh7qS #technology #tech #innovation… https://t.co/y7yu4GZ3sd
Sat Oct 31 21:14:38 +0000 2020	RebeccaHRM	Rebecca HRM	Don’t miss @markbatey on 18 November #LnD #brainstorming  #creativity #leadership #innovation
Sat Oct 31 21:24:28 +0000 2020	Jolasman	Joel Carneiro	RT @jolasmanblog: https://t.co/MYcVHAnEm3 In Q-Learning, the ‘Q’ stands for quality!#AI #Agent #DeepLearning #Innovation #ReiforcementLea…
Sat Oct 31 21:49:31 +0000 2020	LuigiTeaching	Luigi Cicala	This great #NewYorker in Yorkville on the #UES wins my  #HappyHalloween2020 award for #innovation  in socially-dist… https://t.co/lIWxvn2Ju1
Sat Oct 31 21:53:31 +0000 2020	AlexCanine1	Alex Canine	RT @moniquejmorrow: Passionate about the #tech world? Follow me for the latest #innovation news.
Sat Oct 31 10:12:43 +0000 2020	ViktorPolic	Viktor Polic	Why the Google's AI thinks that I am a cat? #AI #innovation #CatsOfTwitter #monkeys https://t.co/7fk7gg5dlc
Sat Oct 31 10:12:45 +0000 2020	IrisJoseFisher1	Iris Jose Fisher	RT @Xbond49: Transparent #Smartphones , the new #future - #innovation #AI #Fintech@SpirosMargaris @ShiCooks @HaroldSinnott @mclynd @Pau…
Sat Oct 31 10:27:11 +0000 2020	DigiTogether	Digital Together	IT &amp; CIO Trends Article page #BigData #innovation  https://t.co/EZmoUHkERv
Sat Oct 31 10:29:34 +0000 2020	iamatechie	Sanil Subhash Chandr	The latest Business &amp; Innovation Strategies! https://t.co/VqGv2qNLyp #innovation #artificialintelligence
Sat Oct 31 11:05:23 +0000 2020	DrCScienceFun	Dr. C.	#innovation is how we protect our #environment
Sat Oct 31 11:10:27 +0000 2020	esthergarcia974	Marie SARDINERO	The Education Daily est en ligne! https://t.co/vQ5tumJ958 #innovation #education
Sat Oct 31 11:15:21 +0000 2020	PawanSomanchi	Pawan	Urban life in the age of COVID-19 #Innovation via https://t.co/cBj7YRwrst https://t.co/cyDeki6MBq
Sat Oct 31 11:44:57 +0000 2020	jornalistavitor	Vitor Santos	Cities reboot: Urban life in the age of COVID-19 https://t.co/hmWTr0nst3 #COVID19 #Innovation
Sat Oct 31 12:10:30 +0000 2020	ruben_santos_	Rubén Santos	The latest Innovation&amp;Entrepreneurship News Today! https://t.co/29BmxGKHWn #entrepreneurship #innovation
Sat Oct 31 12:13:34 +0000 2020	NamdariPooria	Pooria Namdari	RT @_aroundcorners: #HealthTech #innovation #digitalhealth Thursday 5 November, 14:00 - 15:00 GMT@TLA_HealthTech @gianthealthevnt @health…
Sat Oct 31 12:18:11 +0000 2020	VivienLowndes	Prof Vivien Lowndes	RT @JamesWeinberg1: During extraordinarily difficult times for #academia, the @PolStudiesAssoc has launched a new #research  &amp; #innovation…
