created_at	user_screen_name	user_name	text
Sun May 31 22:33:13 +0000 2020	Thomas_Harrer	Thomas Harrer	RT @Thomas_Harrer: My passion for #Science, #Innovation, mystery of unknown...QUEST FOR ‘IDEAL GLASS’: Scientists remain puzzled by #glas…
Sun May 31 22:58:37 +0000 2020	Stevesmithereen	Steve Smith	RT @JiNanGlasgow: #Innovation in the United States of America never stops!  Thank you to the #innovators #entrepreneurs and #leaders that w…
Sun May 31 23:34:59 +0000 2020	carl_pereira	Carlos Pereira	The latest The Entrepreneurship Daily! https://t.co/Bh6jjteAdh Thanks to @Rachel_Worsley @Cyril_Chiffot #startup #innovation
Sun May 31 23:51:59 +0000 2020	Mohamma57361738	Mohammad Saud	RT @PhukanNabasmita: #CRS_TEQIP_III #innovationIt has been possible through this Collaborative Research Project to give a hands on experie…
Sun May 31 23:54:54 +0000 2020	ScottWLuton	Scott W. Luton	RT @SupplyChnRebels: Rebels from all over the world! #supplychain #circulareconomy #SDGs #innovation #leadership #sustainability https://…
Mon Jun 01 00:05:07 +0000 2020	ErwinJack_	Erwin Jack	Above the Standard Outcomes: Case Studies and ProjectsEJack@AboveTheStandard.net#abovethestandard #innovation… https://t.co/EL31kN8aYO
Mon Jun 01 01:11:23 +0000 2020	NandiniMatiyani	Nandini Matiyani	RT @Wipro: Out-of-control costs on the public #cloud? Achieve tech #innovation and cost optimization with @Wipro’s BoundaryLess Enterprise…
Mon Jun 01 01:56:50 +0000 2020	JosCuadros	José Cuadros	RT @JosCuadros: #startups #innovation #blockchain #idea #SiliconValley #SEO #CEO #SAAS #marketing I share the solution to travel in the tim…
Mon Jun 01 01:57:08 +0000 2020	JosCuadros	José Cuadros	RT @JosCuadros: #innovation There must be a national support fund, which can be in a bank to improve and help the development of work, trad…
Mon Jun 01 03:00:28 +0000 2020	mgriffin_uk	Matthew Griffin	MojoVision unveil the world's first augmented reality contact lens #Futurism #FutureTrends #Innovation #Leadership… https://t.co/aVarwHmk48
Sun May 31 16:23:20 +0000 2020	obrienpeter72	Peter O'Brien	RT @MartinoBob_: Learn about place-sensitive #innovation policies in Ch.12 by @rodriguez_pose in the #SRIPreport. Read more on #institution…
Sun May 31 17:27:00 +0000 2020	Hayut	Hayut Yogev	RT @SamPavin: #Innovation Develop Agility That Outlasts the Pandemichttps://t.co/68UCXgutn2
Sun May 31 17:53:51 +0000 2020	Hana_ElSayyed	Hana	the future of presentation! v/@larrykim #futureofwork #Tech4All #innovation | @sebbourguignon @labordeolivier… https://t.co/TMYLDEHQD3
Sun May 31 18:05:52 +0000 2020	BeamersComputer	Beamers Computers	The latest Beamers Computers! https://t.co/G34274p1i2 Thanks to @MemoryOnSmell #innovation #digitaltransformation
Sun May 31 18:26:09 +0000 2020	Vikezmedia	Vikez	RT @Vikezmedia: This drone will guard your house from intruders! #smarthome #IoT #AI #drone #drones #AI #security #VIKEZ #video #innovation…
Sun May 31 18:41:24 +0000 2020	AskDanGalante	DanGalante	What's the future of #AI?https://t.co/JYoqVNgwEE#MachineLearning #Tech #Technology #Innovation #Marketing #Sales… https://t.co/AQFwBDlvjL
Sun May 31 18:49:15 +0000 2020	uefaruk	uefaruk💒!⛪🌐!	RT @vernsanders: RT @uefaruk: The Foundation of #Innovation #leadership https://t.co/UkkwRzvcjr https://t.co/5CvnV0SJhv
Sun May 31 19:10:45 +0000 2020	travel25hours	Travel25hours	RT @Hana_ElSayyed: the future of presentation! v/@larrykim #futureofwork #Tech4All #innovation | @sebbourguignon @labordeolivier @Nicocha…
Sun May 31 19:51:54 +0000 2020	HemsZwier	HemsZwier	The latest Social Innovation Lab ! https://t.co/tGyjQD8Clu #innovation #technology
Sun May 31 20:23:45 +0000 2020	LilDukieMe	Young Choppa Gunna	RT @TopCyberNews: #EmergingTechnologies #EmergingTech #Internet #Technology@MyPhDResearch #QuantumComputing #QuantumInternet #Innovation #…
