created_at	user_screen_name	user_name	text
Fri Jan 31 23:02:13 +0000 2020	iheartedmonton	I Heart Edmonton	I guess you can say I'm a pretty #happy guy!?! https://t.co/ll7xFG0cTr
Fri Jan 31 23:02:31 +0000 2020	R3ap3III	R3ap3rIII	#BreakingNews the #UK has left the #EU #HAPPY #Brexit
Fri Jan 31 23:09:15 +0000 2020	Siddartha1957	Angelika Bröder	RT @gede_prama: If you see... #gedeprama #bali #beauty #happy #healthy #holy #innerharmony #JoyTrain Photo courtesy: Pinterest https://t.…
Fri Jan 31 23:39:18 +0000 2020	DubStep_Edm_	50Artists50StatesApp	RT @justjoshdotdot: Playing around this morning #edm #music #EDMFamily #edmlovers #EDMMUSIC #love #happy #plur #dj #justjosh #riddim #tranc…
Fri Jan 31 23:46:06 +0000 2020	BaraceanuN	Baraceanu Niculae	RT @MissLiLu_com: Merry #Christmas &amp; #Happy #NewYear from 💖LiLu💖@💖👉💋https://t.co/jlvnj9IIWt 💋👍#happynewyear Monster #Facial by #Hot #Bl…
Fri Jan 31 23:51:08 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Equalizer Model Pro EQ-700 by Interactive Heath Variable Speed… https://t.co/dEv2fwNGci
Fri Jan 31 23:56:37 +0000 2020	JHNK_LME	JHN.K	The only cure for pain#laughter #artist #mood #inspiration #inspire #happy #goodvibesonly #positivethinking… https://t.co/xYP1qCe9Yn
Fri Jan 31 23:59:27 +0000 2020	IDMMAcompany	Ivan Kujović	RT @Hottie174: "Smile and the world smiles with you." - 💜 #smile #happy https://t.co/qycEDRYBX6
Sat Feb 01 00:00:00 +0000 2020	princessandmain	Dee	Cactus coin purse#summer #Travel #southwest #makeup https://t.co/UIxi65anCw #cactus #cacti #succulents #fun #happy… https://t.co/tvGKT7DjUw
Sat Feb 01 00:00:35 +0000 2020	adi_igusti	Igusti Gede Adi Ariwidanta	RT @gede_prama: Love... #gedeprama #bali #beauty #happy #healthy #holy #innerharmony #JoyTrain Photo courtesy: Pinterest https://t.co/kXm…
Sat Feb 01 00:00:47 +0000 2020	FairgroundsAH	Fairgrounds AH	#Happy #Friday! #Pet diet failing? A medical condition like hypothyroidism or Cushing’s disease may be causing your… https://t.co/htwuMBJZR5
Sat Feb 01 00:12:31 +0000 2020	HanByeol_91	Han Byeol Choi	Oh no I didn’t cry cry cryEven if Iresent someoneNothing will changebecause it’s all over#HAPPY
Sat Feb 01 00:42:41 +0000 2020	ManMassageNotts	John Thomas	RT @redshoesmassage: Fancy a #treat to cheer up your day?#erotic #happy #massage or #gfe?Call 07400-191-114 between 10am and 5pm to find…
Sat Feb 01 00:49:51 +0000 2020	DiamondMinecr15	Diamond Minecraft	Share if you find it terrific! #nature #girls #cutefashion #cutejewelry #beauty #happy #cutefashion… https://t.co/4wVlYJJR5L
Sat Feb 01 01:00:52 +0000 2020	JEROLDJOSEPH7	🔥JILLA JERA🔥	RT @muthuvijay93: #Happy morning #all friends🙋‍♂️ 👬... 👫.💐.. ❤️.. 💜.. 💙Happy #Weekend all #friends.. 👬.. 👫.@actorvijay .. 😎🤗😍#Master htt…
Sat Feb 01 01:09:06 +0000 2020	ArasiBigil	♥️💕Bîgíl~Ārásî💕♥️	RT @muthuvijay93: #Happy morning #all friends🙋‍♂️ 👬... 👫.💐.. ❤️.. 💜.. 💙Happy #Weekend all #friends.. 👬.. 👫.@actorvijay .. 😎🤗😍#Master htt…
Sat Feb 01 01:11:50 +0000 2020	playporns	Play Porno Stars	🎀🎆🎂🎉🎀#HappyDay🎀🎂🎉🎆🎀Today #1Feb #congratulations on your #Happy #Birthday#Ana  #AnaGómez🇨🇴@anagomezx18🇨🇴🇨🇳… https://t.co/hoMYUf4Yta
Sat Feb 01 01:13:48 +0000 2020	ms_canadada	ms_canadada	@Marston4ca42 So #happy I'm #Canadian This would #NEVER happen in #Canada #condolences #WhatMoreCanISay?
Sat Feb 01 01:16:04 +0000 2020	lovesbuns	🐇becca-loves-bunnies🐇	I have a handful of happiness ❤🐇 #bunny #toybunny #rabbit #happy https://t.co/BpaqZbuZkR
Sat Feb 01 01:19:14 +0000 2020	DayDay07551539	DayDay	Having a few for my favorite twitch friend she so fun and funny! And +it's her birthday🤷‍♂️🍻#happy🎈birthday!!… https://t.co/mSTTDI6ogM
Sat Feb 01 01:21:15 +0000 2020	SparkBestSeller	SparkYourBestSeller	RT @DayDay07551539: Having a few for my favorite twitch friend she so fun and funny! And +it's her birthday🤷‍♂️🍻#happy🎈birthday!! @lokisqrd…
Sat Feb 01 01:38:01 +0000 2020	flipoxa	flipoxa	Soft Sports Cotton PantsPrice: 8.00Get yours here : https://t.co/ortSRibq0z--#happy https://t.co/WSvmdKvAXO
Sat Feb 01 01:42:09 +0000 2020	glenpalm2005	G. Manchester.	@pattonspotting SO #HAPPY FOR YOU!Terrific Work  #BREXIT ROCKS#Congratulations coming to youtonight from #California in #America
Sat Feb 01 01:50:50 +0000 2020	AlenaWidowVlogs	AlenaWidowVlogs Vics Angels	Happy #FridayNight my #IStandWithVic friends and Followers #TGIFriday I'm feeling #kawaii and #happy todayHow… https://t.co/GbXoezdaEy
Sat Feb 01 01:51:26 +0000 2020	THALAPATHYYUVI1	THALAPATHY YUVI	RT @muthuvijay93: #Happy morning #all friends🙋‍♂️ 👬... 👫.💐.. ❤️.. 💜.. 💙Happy #Weekend all #friends.. 👬.. 👫.@actorvijay .. 😎🤗😍#Master htt…
Sat Feb 01 01:55:03 +0000 2020	InnaWhisper	InnaWhisper	Time to sleep !#girlsfromstudio20 #seeyoutomorow#Happy https://t.co/eLVFl7cP2D
Sat Feb 01 01:59:54 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Poise Incontinence Pads, Maximum Absorbency, Long (156 ct.) *SUPERB… https://t.co/0ubtZ1T6W4
Sat Feb 01 02:03:33 +0000 2020	MayumingMaria	Mayumi	"Explore the world. You'll find yourself."#beautiful #love #photooftheday #instagood #me #happy #tbt #fashion… https://t.co/Cldac1nDUA
Sat Feb 01 02:04:34 +0000 2020	Sindar13111	Sundar@1311	RT @ArmyKavin: Guys #kavinfans I did it...#kavin anna like my post...I am very very Happy man🥰😍😍#Happy https://t.co/hvZ7QWsoGx
Sat Feb 01 02:05:12 +0000 2020	mycuteluvstory1	__my.cute.luv.story__	Tag someone..#boy #girl #instalove #girlfriend #instagood #boyfriend #love #happy #like #couple #follow #gf… https://t.co/IDZu68adjH
Sat Feb 01 02:08:32 +0000 2020	vfc_barath	Barath balaji vfc	RT @muthuvijay93: #Happy morning #all friends🙋‍♂️ 👬... 👫.💐.. ❤️.. 💜.. 💙Happy #Weekend all #friends.. 👬.. 👫.@actorvijay .. 😎🤗😍#Master htt…
Sat Feb 01 02:14:44 +0000 2020	c_csantana8	Maria C	What rolls?! Lol!!! #delicious #happy #vacillie @ Urban Hibachi https://t.co/W4lMoFM0XI
Sat Feb 01 02:21:33 +0000 2020	Fabio60185142	Gil	RT @SummerSumptuous: Good morning Twitter world #Happy #titty #Tuesday one I took first thing this morning all natural just off for a showe…
Sat Feb 01 02:25:23 +0000 2020	OfficialCrazyJ	Crazy J	Crazy J -  Reflection(Official Audio) https://t.co/ZvB9GqQAZ5 #singer #artist #song #fun #newyork #life #happy… https://t.co/JnMy36qeWw
Sat Feb 01 02:27:26 +0000 2020	reallythecat	Really	Why have you brought me back to this place, Mother? #no #tgif #weekend  #hello #yes #catsofig #cute #happy  #cat… https://t.co/hp9o93LUqM
Sat Feb 01 02:29:13 +0000 2020	DeepakK73871382	Deepak Kumar	Good morning friends 💥 💥💞 💞Stay blessed forever 💥💞 💞💕💥#Happy #saturday #Morning to you all , when I follow my min… https://t.co/JsuBRCNnLz
Sat Feb 01 02:33:04 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life MUNAIQUI Electric Eye Massager with Heat, Air Pressure, Vibration… https://t.co/JIyI1IKwE4
Sat Feb 01 02:36:56 +0000 2020	Celina_Rocha	Celina Rocha	Good times in my night off ! Let's repeat!!! #instagood #cousins #Happy #Smile #Fun #Life # #Family #Friends… https://t.co/2cBSJwXoec
Sat Feb 01 03:08:20 +0000 2020	igrandit	iGRAND IT Solutions	@igrandit Wishing you All a #Happy #Rathasaptami https://t.co/oDOsJ4yfDG
Sat Feb 01 03:15:16 +0000 2020	SubramaniVfc	Subramani Vfc	RT @muthuvijay93: #Happy morning #all friends🙋‍♂️ 👬... 👫.💐.. ❤️.. 💜.. 💙Happy #Weekend all #friends.. 👬.. 👫.@actorvijay .. 😎🤗😍#Master htt…
Sat Feb 01 03:24:43 +0000 2020	GTAeventsinfo	TorontoEventsInfo	We are GTAeventsinfo.We do weekly events in Toronto.Please join us https://t.co/aLT4pjPg57 #Fun #happy #Events https://t.co/hrBIFK64HU
Sat Feb 01 03:34:56 +0000 2020	Stephenvfc64	STEPHEN VFC🕴ᴹᵃˢᵗᵉʳ	RT @muthuvijay93: #Happy morning #all friends🙋‍♂️ 👬... 👫.💐.. ❤️.. 💜.. 💙Happy #Weekend all #friends.. 👬.. 👫.@actorvijay .. 😎🤗😍#Master htt…
Sat Feb 01 03:38:54 +0000 2020	phamimie	phamimie♥	Love it! Thank you! #lovely #love #happy #giftforme #instagood #smile https://t.co/gyIsw1I7PH
Sat Feb 01 03:40:01 +0000 2020	lifeofsbx	#PARIOUT14.02.20	Shieeeeeet ,valentines coming....#14.02.20 ......prilaga #nature #cute #fun #instalike #happy #musiclover… https://t.co/oHCGJggLaI
Sat Feb 01 03:49:50 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Tumeric Product Has Special Extracts For Pain &amp; Inflamation, MoneyBack… https://t.co/9dP3cQRPub
Sat Feb 01 03:52:43 +0000 2020	HassCho	Hassan Choueib	RT @Hottie174: "Smile and the world smiles with you." - 💜 #smile #happy https://t.co/qycEDRYBX6
Sat Feb 01 04:00:18 +0000 2020	gede_prama	peace, peace, peace	Kindness is... #gedeprama #bali #beauty #happy #healthy #holy #innerharmony #JoyTrain Photo courtesy: Pinterest https://t.co/DKQdeEi46h
Sat Feb 01 04:01:04 +0000 2020	GoForHealth	Healthy Living	How To Be More Positive And Happy ~~&gt; https://t.co/kIs9s3gkV1 &lt;~~ reTweet please #happy #love #follow #me https://t.co/wmFRfm9OaI
Sat Feb 01 04:16:40 +0000 2020	babyhappy2020	Babyhappy2020	Like and share!#baby #babyhappy2020 #love #cute #kids #babycare #babyfeeding #family #children #beautiful #happy https://t.co/EujMq5HU53
Sat Feb 01 04:21:59 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Widex EVOKE Fusion 440 Hearing Aid (PAIR) https://t.co/ru2MDtednh
Sat Feb 01 04:32:02 +0000 2020	Deepuv006	Deepu V	RT @e2enetworks: We work together, celebrate together!Birthday celebration @e2enetworks  Our #Happy workplace!#birthdaycelebration #wo…
Sat Feb 01 04:47:36 +0000 2020	AravindRosh563	Aravind Shyam Sundar	RT @annsheetal1: Meet #peanut !!Ain't he a cutie?🥰🥰🥰#PraisebetomyGod #Blessed #HAPPY #puppy #doggo https://t.co/4a7vNf2cj8
Fri Jan 31 17:01:04 +0000 2020	LeeSpelzini	Lee Spelzini	When you check your messaging apps and seen the lady on your lock screen has been around #smiling #happy #solid #waiting
Fri Jan 31 17:13:00 +0000 2020	Melody_Mthrn	🐯	RT @DjGregParis: 🎼 La la Routine with @djtonyblanck ...#Dj #DjGreg #DjTonyBlanck #Paris #Music #Happy #HipHop #Routine #Turntablism #Scrat…
Fri Jan 31 17:13:12 +0000 2020	Gabriella_Gbll	Gabriella	RT @AlwaysNick2: Yessssssss all @IronMaiden #funkopops are orderd ❤😍😍😍😍 #happy #metalhead
Fri Jan 31 17:21:02 +0000 2020	SparkBestSeller	SparkYourBestSeller	RT @_KJordan_: Definition of happiness ❤️#pets #dogs #love #happy #happiness #dogsofinstagram #tollersofinstagram #terriersofinstagram #u…
Fri Jan 31 17:21:16 +0000 2020	boutiquedejusti	Boutique de Justine	#happy #instalike Long Boxers Men 5 Pcs/Lot Breathable Cotton Boxer for Men Soft Mens Underwear Men Boxershorts Mal… https://t.co/UXl2yjFMSn
Fri Jan 31 17:30:23 +0000 2020	lebarayoga	LeBarAYoga	#Lunch Time ! Remind yourself to eat slowly and chew your food. It's the basis to learn HOW to eat. #Diet-Gasme #Healthy #Happy with #food.
Fri Jan 31 17:31:10 +0000 2020	umasara43108085	Uma S	RT @ArmyKavin: Guys #kavinfans I did it...#kavin anna like my post...I am very very Happy man🥰😍😍#Happy https://t.co/hvZ7QWsoGx
Fri Jan 31 17:42:17 +0000 2020	bipham129	Bi	Happy birthday to me ❣️ 19 ❣️#LikeForLikes #like4likes #happy #like4like #love #AnhHosoMoi #sunflower #sunf… https://t.co/JkjdBH7ALf
Fri Jan 31 17:43:42 +0000 2020	mariasgloww	nadeem	RT @mslayel: Quality time with my aunty. #morocco #love #family #happy #roots https://t.co/fvCNTiXoAa
Fri Jan 31 17:45:04 +0000 2020	ravi_nene	nene ravi	👉ALwYAs #waLK aLonG toGethEr #hAnD iN #hAnD,,,🤝🤝👫 👉#WisHinG yoU A  #haPpY  #MaRRieD #LiFE. #Sonu!!!!!!🍬🍷🎇🎆 https://t.co/Ty3crInFpO
Fri Jan 31 17:47:29 +0000 2020	iamdevi96	💕Devika💕	RT @ArmyKavin: Guys #kavinfans I did it...#kavin anna like my post...I am very very Happy man🥰😍😍#Happy https://t.co/hvZ7QWsoGx
