created_at	user_screen_name	user_name	text
Wed Sep 30 23:32:58 +0000 2020	Gandalf_Smith	Zysola	https://t.co/724uu09XnF #zysola #tech #technews #techworld #technology #innovation Cut his mic, don't kill the deba… https://t.co/IDNzaRwoUn
Thu Oct 01 00:00:00 +0000 2020	stalinkay	Stalin Kay	Know any software heroes or sheroes?https://t.co/dbD4e2HoMD#softwareengineers #softwaredevelopers #innovation… https://t.co/HdSxSdvGtC
Thu Oct 01 00:22:14 +0000 2020	e_nterdiscipl	Interdisciplinarians.org	RT @Vikezmedia: Contactless payments: In future stores, you can just pay using your palm! #AI #retail #innovation #cool #scifi #techtrend #…
Thu Oct 01 00:35:40 +0000 2020	Paula_Piccard	Paula Piccard 🇵🇷 🇺🇸	Entering The Age Of Digital Childcare #Innovation #digital  https://t.co/UY34gje3Iw
Thu Oct 01 00:35:56 +0000 2020	maxm_profit	Profitable Day Traders (Team)	RT @pradeeprao_: #AugmentedReality to transform workouts into more engaging + fun experiences.#AR #VR #IoT #Health #Innovation #AI #Fitne…
Thu Oct 01 00:51:43 +0000 2020	ICRAR	ICRAR	RT @CitSciOZ: Congratulations to @ICRAR's #Astroquest - one of three finalists for the 2020 @IndustryGovAu @eurekaprizes for #Innovation in…
Thu Oct 01 01:39:06 +0000 2020	SalomonOli	Olivier Salomon	RT @fahimmoledina7: The Popular Mechanics Of Maritime Innovation #Innovation via https://t.co/iWAHge7rvy https://t.co/8v6ojV3DgC
Thu Oct 01 02:13:20 +0000 2020	iurialencar	Iuri Alencar	The latest The Iuca Spot! https://t.co/ddLNDS3nxn Thanks to @shaokahn_PR #wecare #innovation
Wed Sep 30 16:05:00 +0000 2020	acupido	Amanda Cupido	RT @RyersonResearch: Be sure to check out the new podcast from @Ryerson_Alumni, The Forefront, which explores the #innovation, #research an…
Wed Sep 30 16:06:59 +0000 2020	maron369	アキラ	RT @pradeeprao_: See the World’s First Virtual &amp; Augmented Reality Laptop. #edtech #technology #VR #AR #innovation #AI #MachineLearning #…
Wed Sep 30 16:13:38 +0000 2020	Urkhan	Urkhan S.	My latest op-ed @ProSyn  #rulesascode #innovation #COVID19 #policy #tech #DigitalTransformation #digital #data… https://t.co/Th8x2HiLpN
Wed Sep 30 16:44:14 +0000 2020	ikuchimittai	குச்சிமிட்டாய்	RT @pradeeprao_: See the World’s First Virtual &amp; Augmented Reality Laptop. #edtech #technology #VR #AR #innovation #AI #MachineLearning #…
Wed Sep 30 16:57:46 +0000 2020	S1nFines	FinesS1n	RT @pradeeprao_: See the World’s First Virtual &amp; Augmented Reality Laptop. #edtech #technology #VR #AR #innovation #AI #MachineLearning #…
Wed Sep 30 17:01:50 +0000 2020	ProfJasonLane	Jason E. Lane	A1. The US #Innovation ecosystem, from education to corporation, is a world leader. Students want to be part of tha… https://t.co/3cKHptZMQ1
Wed Sep 30 17:02:04 +0000 2020	Gandalf_Smith	Zysola	https://t.co/whqQy0SSun #zysola #tech #technews #techworld #technology #innovation Trump and the Limits of Content… https://t.co/9HhVf5uQYD
Wed Sep 30 17:05:42 +0000 2020	morningvibes85	morningvibes85	Give  #innovation To Its Brand in Next level #LG #Refrigerator  Using Since 2003 Till Date Got upgraded Twice… https://t.co/eZbDLGRCBh
Wed Sep 30 17:06:10 +0000 2020	NationalEC	Nat'l Entrepreneur	RT @startupsUSAorg: The post-#COVID19 economic recovery depends on American #innovation and new businsess formation.  To propel that recove…
Wed Sep 30 17:16:21 +0000 2020	tfitz104	Theresa Fitzgerald	RT @BklynNavyYard: #Congrats @Newlab for being named "Innovation Company of the Year" by @FastCoDesign! 🎉 #FCDesignAwards #WeAre #Innovation
Wed Sep 30 18:02:38 +0000 2020	SOSCIP_Research	SOSCIP Research	RT @MaazounW: Please don't hesitate to contact us for your #innovation #projects. @MitacsCanada #support #CDNBiz in innovation#canada #cle…
Wed Sep 30 18:12:24 +0000 2020	LingLLim	Ling Lim	RT @SESAR_JU: The proposed #research &amp; #innovation portfolio for the future #integrated #ATM #partnership has what is needed to build back…
Wed Sep 30 18:57:12 +0000 2020	HWUInnovation	HWUInnovation	Let's tackle #ClimateCrisis with #research &amp; #innovation : join @HeriotWattUni @LyellCentre and @IDRICUK on 6th Oct!
