created_at	user_screen_name	user_name	text
Mon Nov 30 23:00:01 +0000 2020	mandyschnirel	Mandy Schnirel	What are some of the barriers to #innovation you've seen in your experience? https://t.co/Jp8hhJKUZv
Mon Nov 30 23:30:50 +0000 2020	ErrorSim	SimSystemError	RT @WorldwideFP: The world's first electrified road for charging vehicles has opened in Sweden. 🇸🇪 #tech #innovation #Sustainability #ESG…
Mon Nov 30 23:34:08 +0000 2020	BabarAb62797166	Babar Abbasi	The latest babar abbasi! https://t.co/mbNVkiq5z8 #education #innovation
Mon Nov 30 23:35:23 +0000 2020	fahimmoledina7	Fahim Moledina | Tech | Innovation | Lean | Agile	RT @TrippBraden: Overcoming the Innovator’s Paradox https://t.co/lXetVQdvmh #innovation #leadership #entrepreneurs #futureofwork https://t.…
Mon Nov 30 23:51:56 +0000 2020	ume_kyd	ume	RT @ume_kyd: Happy tears are the most colourful rainbow we makeEnjoy the visualisation journey💥#InnovationLeverage your #SmartData with…
Tue Dec 01 00:00:36 +0000 2020	VinoVieDaily	MiShawn | VinoVie	The latest The VinoVie Daily! https://t.co/qTE6cJYqGr #technology #innovation
Tue Dec 01 00:08:04 +0000 2020	the404code	the404code	RT @ISRAEL21C: Nine Israeli #tech companies were recognized for spearheading #innovation in their emerging markets. The Boston Consulting G…
Tue Dec 01 00:36:59 +0000 2020	maxm_profit	Profitable Day Traders (Team)	RT @Brian_Richmond_: One of the best applications of AI that I've seen yet - congrats to the team @DeepMind @Google!#AI #ML #innovation #…
Tue Dec 01 02:16:01 +0000 2020	AuManufacturing	AustralianManufacturingForum	RT @btb_marine: All the news about our Regional Win for Aussie Innovation award https://t.co/L1CeOLk6gU #innovation @AustralianMade @AuManu…
Tue Dec 01 03:53:49 +0000 2020	ProfSoudi	Abdesalam Soudi, PhD	RT @LiftoffPGH: ⏰Get ready #Pittsburgh for the December we all need!👩🏽‍🚀Join our virtual #healthcare #innovation conference TOMORROW! 🔥…
Tue Dec 01 04:10:49 +0000 2020	tomwansa	Tonny Omwansa (PhD)	For the great worries of #Enabling #Innovation. Thanks for the many years of passion and service to #Kenyan ecosyst… https://t.co/WSsaE2MTRq
Tue Dec 01 04:20:06 +0000 2020	pujara_abhijeet	Abhijeet Pujara	RT @Ronald_vanLoon: Here's the first Bugatti SUV TYby @UNILADTECH#ArtificialIntelligence #innovation #AICc: @enricomolinari @thomas_ha…
Tue Dec 01 04:29:56 +0000 2020	mvollmer1	Dr. Marcell Vollmer #StayHome #StaySafe	RT @Ronald_vanLoon: The fridge brings your food to you!by @techinsider#BigData #Innovation #artificialintelligenceCc: @mvollmer1 @hugo…
Tue Dec 01 04:33:52 +0000 2020	AMancipoz	▫️André Mancipoz▫️🇫🇷🇪🇺	RT @XavierPavie: Happy to share with you my last article "The need to rethink #innovation" for @DigiconAsia  #responsibleinnovation cc: @es…
Mon Nov 30 17:09:19 +0000 2020	NWSharingZone	NW Ireland 2040 - WASH YOUR HAND	RT @nwrc_bsc: #TruformLaserDies are looking for a motivated individual to manage a 18 month #innovation project as part of the @Inter_Trade…
Mon Nov 30 17:18:21 +0000 2020	ShiCooks	Shi 💖 #WearAMask #SocialDistancing #StayHealthy💖	RT @FrRonconi: The 50 Most #Innovative Companieshttps://t.co/oHjFsQTumm via @VisualCap #Innovation #EmergingTech #Disruption #Tech @alv…
Mon Nov 30 17:28:08 +0000 2020	nabeelmahmood	Nabeel Mahmood	The latest The Digital Disruption! https://t.co/M8qm019pNl Thanks to @siyacarla @McKenzieCoffey4 #digitaltransformation #innovation
Mon Nov 30 17:40:31 +0000 2020	africa_hacks	AfricaHacks	To join the Hackathon you can apply here :https://t.co/MHptqvswGU#Innovation #Tech #africacc: @SheCodeAfrica @ActivSpaces
Mon Nov 30 18:04:06 +0000 2020	iotablue	iotablue	The Leadership and #Artistry of Tony Hsieh https://t.co/J3WaWo4n4V#Leadership #Innovation https://t.co/FOjJu1RTBi
Mon Nov 30 18:05:45 +0000 2020	BrianLampl	Brian Lampl	Tech This Daily is out! The Latest #Technology and #Innovation News https://t.co/YwSo8aroGU Stories HT… https://t.co/5JgHtzKFWG
Mon Nov 30 18:09:05 +0000 2020	john9josi	john josi	Searchable emojis might be the best thing to come out of 2020 #innovation #MindsetMonday
Mon Nov 30 18:17:00 +0000 2020	dynamousersirl	Dynamo Users Ireland	RT @_aecHive: It was great to talk to Simon Moreau @bim42 Technical Manager at @Bouygues_Immo about #Innovation in #RealEstate Development,…
Mon Nov 30 18:17:33 +0000 2020	ActivSpaces	ActivSpaces	RT @africa_hacks: To join the Hackathon you can apply here :https://t.co/MHptqvswGU#Innovation #Tech #africacc: @SheCodeAfrica @ActivSp…
Mon Nov 30 18:20:26 +0000 2020	ArdawanMoinie	ardawan.moinie	RT @Siemens: Where do you think #innovation comes from? Thinking or doing? Hit reply and let us know where your innovations come from! Or b…
Mon Nov 30 18:23:10 +0000 2020	iconmobilegroup	iconmobile group	Successful #innovation doesn’t always require brands reinvent the wheel. #Beauty brands have adjusted to evolving d… https://t.co/LgT4puyn6A
Mon Nov 30 18:38:51 +0000 2020	PaulFishking290	Paul	RT @airgility: For the SIXTH STRAIGHT YEAR, @UofMaryland has been ranked in the top 10 schools for #entrepreneurship and #innovation educat…
Mon Nov 30 18:41:09 +0000 2020	DiscussResearch	Verena Meyer	A little recap from our workshop on the #sandbox responsible and #sustainable #innovation approach for… https://t.co/SYuUrE8olr
Mon Nov 30 19:00:19 +0000 2020	BodkinPrinting	Bodkin Printing	"Blockbuster failed – and they failed for a number of reasons. The main one was the lack of #innovation."… https://t.co/lTISZseoVZ
Mon Nov 30 19:06:26 +0000 2020	MichaelMack	Michael Mack	From #themeparkdesign and character development to #storytelling and media &amp; digital #innovation, @MackNeXT has a l… https://t.co/2qekI3sysy
Mon Nov 30 19:34:02 +0000 2020	SarahLiverance	Sarah, Culture and Leadership @ SklarWilton	Don’t Focus on the Most Expressive Face in the Audience https://t.co/zHPudtRhlk #BusinessStrategy #Innovation #HBR
Mon Nov 30 19:41:50 +0000 2020	alexis_tth	Alexis TTh	RT @NewProTimes: ☀️ The 'smell' of coral as an indicator of reef health ☀️#RenewableEnergy #technology #innovation #tech #technology #gree…
Mon Nov 30 19:46:10 +0000 2020	CornerstoneThe1	Vince DelaRosa / Focus: Tribal Business Innovation	Money and investing tips can help you #business #businessgrowth #support #success #COVID19 #innovation #America… https://t.co/cDdwrTijyu
Mon Nov 30 19:49:26 +0000 2020	steffanoferrari	Steffano Orioli Ferrari 🇮🇹 🔥	RT @CurieuxExplorer: The 9 rules of #innovation!TY/MT @Fisher85M@Nicochan33 @jblefevre60 @mvollmer1 @lesguer_lionel @sebbourguignon @Ch…
Mon Nov 30 20:06:28 +0000 2020	PhDVoice	The PhD Voice	RT @DiscussResearch: A little recap from our workshop on the #sandbox responsible and #sustainable #innovation approach for #entrepreneursh…
Mon Nov 30 20:15:32 +0000 2020	Gandalf_Smith	Zysola	https://t.co/WfzRHXfiKP #zysola #tech #technews #techworld #technology #innovation Save $115 on a Furbo dog camera… https://t.co/yZfm1a4IKv
Mon Nov 30 20:15:44 +0000 2020	CopiousProject	F Herrman Chipiro	RT @Ronald_vanLoon: Here's the first Bugatti SUV TYby @UNILADTECH#ArtificialIntelligence #innovation #AICc: @enricomolinari @thomas_ha…
Mon Nov 30 20:19:07 +0000 2020	CopiousProject	F Herrman Chipiro	RT @FrRonconi: The 50 Most #Innovative Companieshttps://t.co/oHjFsQTumm via @VisualCap #Innovation #EmergingTech #Disruption #Tech @alv…
Mon Nov 30 20:19:27 +0000 2020	Gandalf_Smith	Zysola	https://t.co/ZLnLibJZ4L #zysola #tech #technews #techworld #technology #innovation EveryAction acquires Mobilize, t… https://t.co/F4xZUrchoQ
Mon Nov 30 20:27:28 +0000 2020	blackstembot	Blackstembot	RT @OSUMaterials: We proudly welcome Ayanna Howard, PhD to @OhioState and are excited about what's in store for the future! #innovation #r…
Mon Nov 30 20:30:20 +0000 2020	Paula_Piccard	Paula Piccard 🇵🇷 🇺🇸	Australian insurer uses AI for car accident claims #AI #MachineLearning #Automotive #BigData #Innovation… https://t.co/TQs03FB9Hf
Mon Nov 30 20:37:15 +0000 2020	techgenii	Barbara Bickham	POFID DAO, will it lead the reform in blockchain technology? #womenintech #blockchain #innovation #cto https://t.co/92mu1TFXhJ
Mon Nov 30 20:57:02 +0000 2020	TrippBraden	Tripp Braden	Overcoming the Innovator’s Paradox https://t.co/lXetVQdvmh #innovation #leadership #entrepreneurs #futureofwork https://t.co/p3iZxP6Ah1
Mon Nov 30 21:08:40 +0000 2020	cloudRocio	Rocio Moreno Sanchez	RT @sebbourguignon: [#Innovation] Meet Nemo, the $1 million personal submarine via @mashable @FrRonconi @pascal_bornet @globaliqx @ShiCoo…
Mon Nov 30 21:38:45 +0000 2020	_Cheeky_Dimples	Tanya Singh	RT @sebbourguignon: [#Innovation] These virtual mirrors of the Audi e-tron are futuristically cool via @gigadgets_@alvinfoo @FrRonconi @M…
Mon Nov 30 21:46:22 +0000 2020	AbaddeConsult	Abadde	The Absolute Best Cyber Monday Deals Online link: 5fb59f8c80c372e180a889a8 #technology #tech #innovation… https://t.co/30mpLpl4qP
Mon Nov 30 22:09:28 +0000 2020	Gandalf_Smith	Zysola	https://t.co/YNM0rMn2r6 #zysola #tech #technews #techworld #technology #innovation Wait, does Kohl's have the best… https://t.co/hAAlKEJZ50
