created_at	user_screen_name	user_name	text
Mon Aug 31 22:01:53 +0000 2020	ThomasClone_US	Tom Tchuss	RT @EnkiSort33: #Aircraft #Science #innovation🌀See the 1st flight test of SkyDrive's SD-03🔌🔋🚁#batteries #urbanairmobility #urban #Mobility…
Mon Aug 31 23:01:22 +0000 2020	CyberSecurityN8	Cyber Security News	RT @CDWGWAGov: What is the safest password policy ... it’s complicated #technology #blockchain #innovation #platform #100daysofcode #news #…
Mon Aug 31 23:12:21 +0000 2020	LinuxDreams	LinuxDreams	RT @CDWGWAGov: What is the safest password policy ... it’s complicated #technology #blockchain #innovation #platform #100daysofcode #news #…
Tue Sep 01 01:16:54 +0000 2020	michaelbathurst	Michael Bathurst	RT @arjenvanberkum: How Mapping The #AgileTransformation Journey Points The Way To Continuous #Innovation » https://t.co/cXsQyVRkGc
Tue Sep 01 02:06:19 +0000 2020	ideas_gateway_a	Insurtech Gateway Australia	RT @FinMKTG: The 10 types of #innovation https://t.co/rwaRz1Q8sH v/ @globaliqx #Insurtech #fintech #technology @SpirosMargaris @enricom…
Tue Sep 01 02:12:28 +0000 2020	redianbot	Ready Dev	RT @CDWGWAGov: What is the safest password policy ... it’s complicated #technology #blockchain #innovation #platform #100daysofcode #news #…
Tue Sep 01 02:52:40 +0000 2020	DonaldNdoro	🇬🇧	RT @InfiniGlobal: THE FOURTH INDUSTRIAL REVOLUTION - IS AFRICA READY?#Africa #startup #technology #AI #innovation #BigDataAnalytics #Digit…
Tue Sep 01 03:35:57 +0000 2020	NehaLuvsNew	NehaB	Build something that others can use. Apply your Ideaz.#innovation #InnovationForEveryone #MachineLearning… https://t.co/qBhbDFlua0
Mon Aug 31 16:13:54 +0000 2020	todddlyle	Todd D. Lyle, MSRC	RT @SoftClouds: The simplest way to improve your customer experience https://t.co/u7fCbi7RhK #CX #Technology #Innovation @SME10x @JGrob…
Mon Aug 31 16:14:14 +0000 2020	feikobrug	Feiko Brugman	#digiworksspain #digiworks #innovation #betastartup: Excelway – The easiest way to run a workshop remotely https://t.co/V3iWmolvaU
Mon Aug 31 16:14:32 +0000 2020	CharlotteClarls	りん Charlotte	RT @ume_kyd: Go beyond the bounds of imagination💥#InnovationMake a brighter dayPower your #data#SmartData will lead your culture of ins…
Mon Aug 31 16:15:05 +0000 2020	novarica	Novarica	"Many #insurers struggle to define what #innovation is and what it will look at their company," explains EVP Rob Mc… https://t.co/CNdGyaX2lL
Mon Aug 31 16:29:44 +0000 2020	oumglobal	@oumglobal	RT @ravikikan: #Innovation Funnel [#Infographic]The 4 Phases#blockchain #fintech #cybersecurity #entrepreneur #DataScience #defstar5 #I…
Mon Aug 31 16:30:15 +0000 2020	TheNosProgramer	The Nostalgic Programmer.	RT @ravikikan: #Innovation Funnel [#Infographic]The 4 Phases#blockchain #fintech #cybersecurity #entrepreneur #DataScience #defstar5 #I…
Mon Aug 31 16:33:08 +0000 2020	fogle_shane	Shane Fogle	RT @FrRonconi: First successful test flight of flying car in Japanby @Skydrive_jp via @engineeringvids #Mobility #Innovation #FutureOfWo…
Mon Aug 31 16:36:41 +0000 2020	ShiCooks	Shi 💖 #WearAMask #SocialDistancing #StayHealthy💖	RT @Nicochan33: Still dangerous but better than shooting at the car. Via @realtechmatters #safety #innovation @kalydeoo @labordeolivier @se…
Mon Aug 31 16:47:16 +0000 2020	bataille_chris	Chris Bataille	RT @valenvogl: Those interested in #innovation and #decarbonisation of energy-intensive industry might find this interesting. Former CEO of…
Mon Aug 31 16:47:52 +0000 2020	Yadagiri123J	Yadagiri123 Jangili	RT @THubHyd: Engaging meeting of @ravignarayan with @KTRTRS &amp; @jayesh_ranjan, updating them of impact created by #THub as an #innovation hu…
Mon Aug 31 16:52:58 +0000 2020	sumit211297	sumit kumar	The latest The Technology Daily! https://t.co/4GITjGo0x9 Thanks to @TechSaper #mondaythoughts #innovation
Mon Aug 31 17:01:06 +0000 2020	PPMInstitute	PPM Institute	See more #PM #Innovation #Jobs at the PPM Institute web site: https://t.co/NP5Jz0Fwo6
Mon Aug 31 17:02:55 +0000 2020	RogerFrancis1	Roger Francis	The latest Creative Learning  Times! https://t.co/WAeHsVeGJ7 #leadership #innovation
Mon Aug 31 17:29:21 +0000 2020	thewritersdig	@thewritersdig	RT @Nicochan33: Still dangerous but better than shooting at the car. Via @realtechmatters #safety #innovation @kalydeoo @labordeolivier @se…
